timestamp,value,anomaly_score,label
2014-04-13T23:14:00,0.066,0.23011928025713121,false
2014-04-13T23:19:00,0.066,0.23011928025713121,false
2014-04-13T23:24:00,0.068,0.2082949991564328,false
2014-04-13T23:29:00,0.134,0.5119062771666146,true
2014-04-13T23:34:00,0.066,0.23011928025713121,false
2014-04-13T23:39:00,0.068,0.2082949991564328,false
2014-04-13T23:44:00,0.066,0.23011928025713121,false
2014-04-13T23:49:00,0.066,0.23011928025713121,false
2014-04-13T23:54:00,0.2,1.2321075534896622,true
2014-04-13T23:59:00,0.068,0.2212418955718176,false
2014-04-14T00:04:00,0.134,0.5119062771666146,true
2014-04-14T00:09:00,0.066,0.23047268857531186,false
2014-04-14T00:14:00,0.066,0.23011928025713121,false
2014-04-14T00:19:00,0.066,0.23011928025713121,false
2014-04-14T00:24:00,0.066,0.23011928025713121,false
2014-04-14T00:29:00,0.066,0.23011928025713121,false
2014-04-14T00:34:00,0.134,0.5119062771666146,true
2014-04-14T00:39:00,0.068,0.2082949991564328,false
2014-04-14T00:44:00,0.068,0.2082949991564328,false
2014-04-14T00:49:00,0.066,0.23011928025713121,false
2014-04-14T00:54:00,0.066,0.23011928025713121,false
2014-04-14T00:59:00,0.134,0.5119062771666146,true
2014-04-14T01:04:00,0.066,0.23011928025713121,false
2014-04-14T01:09:00,0.068,0.2082949991564328,false
2014-04-14T01:14:00,0.132,0.49008199606591624,false
2014-04-14T01:19:00,0.066,0.23011928025713121,false
2014-04-14T01:24:00,0.066,0.23011928025713121,false
2014-04-14T01:29:00,0.066,0.23011928025713121,false
2014-04-14T01:34:00,0.066,0.23011928025713121,false
2014-04-14T01:39:00,0.134,0.5119062771666146,true
2014-04-14T01:44:00,0.068,0.2082949991564328,false
2014-04-14T01:49:00,0.066,0.23011928025713121,false
2014-04-14T01:54:00,0.066,0.23011928025713121,false
2014-04-14T01:59:00,0.132,0.49008199606591624,false
2014-04-14T02:04:00,0.066,0.23011928025713121,false
2014-04-14T02:09:00,0.066,0.23011928025713121,false
2014-04-14T02:14:00,0.068,0.2082949991564328,false
2014-04-14T02:19:00,0.068,0.2082949991564328,false
2014-04-14T02:24:00,0.134,0.5119062771666146,true
2014-04-14T02:29:00,0.066,0.23011928025713121,false
2014-04-14T02:34:00,0.066,0.23011928025713121,false
2014-04-14T02:39:00,0.066,0.23011928025713121,false
2014-04-14T02:44:00,0.066,0.23011928025713121,false
2014-04-14T02:49:00,0.066,0.23011928025713121,false
2014-04-14T02:54:00,0.134,0.5119062771666146,true
2014-04-14T02:59:00,0.066,0.23011928025713121,false
2014-04-14T03:04:00,0.066,0.23011928025713121,false
2014-04-14T03:09:00,0.134,0.5119062771666146,true
2014-04-14T03:14:00,0.066,0.23011928025713121,false
2014-04-14T03:19:00,1.422,14.566743306016386,true
2014-04-14T03:24:00,0.068,0.23729227258277721,false
2014-04-14T03:29:00,0.066,0.23011928025713121,false
2014-04-14T03:34:00,0.134,0.5119062771666146,true
2014-04-14T03:39:00,0.066,0.23011928025713121,false
2014-04-14T03:44:00,0.066,0.23011928025713121,false
2014-04-14T03:49:00,0.066,0.23011928025713121,false
2014-04-14T03:54:00,0.066,0.23011928025713121,false
2014-04-14T03:59:00,0.134,0.5119062771666146,true
2014-04-14T04:04:00,0.066,0.23011928025713121,false
2014-04-14T04:09:00,0.068,0.2082949991564328,false
2014-04-14T04:14:00,0.068,0.2082949991564328,false
2014-04-14T04:19:00,0.132,0.49008199606591624,false
2014-04-14T04:24:00,0.068,0.2082949991564328,false
2014-04-14T04:29:00,0.066,0.23011928025713121,false
2014-04-14T04:34:00,0.068,0.2082949991564328,false
2014-04-14T04:39:00,0.066,0.23011928025713121,false
2014-04-14T04:44:00,0.066,0.23011928025713121,false
2014-04-14T04:49:00,0.136,0.5337305582673131,true
2014-04-14T04:54:00,0.068,0.2082949991564328,false
2014-04-14T04:59:00,0.066,0.23011928025713121,false
2014-04-14T05:04:00,0.134,0.5119062771666146,true
2014-04-14T05:09:00,0.068,0.2082949991564328,false
2014-04-14T05:14:00,0.068,0.2082949991564328,false
2014-04-14T05:19:00,0.068,0.2082949991564328,false
2014-04-14T05:24:00,0.066,0.23011928025713121,false
2014-04-14T05:29:00,0.068,0.2082949991564328,false
2014-04-14T05:34:00,0.134,0.5119062771666146,true
2014-04-14T05:39:00,0.066,0.23011928025713121,false
2014-04-14T05:44:00,0.068,0.2082949991564328,false
2014-04-14T05:49:00,0.068,0.2082949991564328,false
2014-04-14T05:54:00,0.068,0.2082949991564328,false
2014-04-14T05:59:00,0.134,0.5119062771666146,true
2014-04-14T06:04:00,0.068,0.2082949991564328,false
2014-04-14T06:09:00,0.066,0.23011928025713121,false
2014-04-14T06:14:00,0.068,0.2082949991564328,false
2014-04-14T06:19:00,0.134,0.5119062771666146,true
2014-04-14T06:24:00,0.066,0.23011928025713121,false
2014-04-14T06:29:00,0.066,0.23011928025713121,false
2014-04-14T06:34:00,0.068,0.2082949991564328,false
2014-04-14T06:39:00,0.066,0.23011928025713121,false
2014-04-14T06:44:00,0.066,0.23011928025713121,false
2014-04-14T06:49:00,0.134,0.5119062771666146,true
2014-04-14T06:54:00,0.066,0.23011928025713121,false
2014-04-14T06:59:00,0.066,0.23011928025713121,false
2014-04-14T07:04:00,0.136,0.5337305582673131,true
2014-04-14T07:09:00,0.066,0.23011928025713121,false
2014-04-14T07:14:00,0.068,0.2082949991564328,false
2014-04-14T07:19:00,0.068,0.2082949991564328,false
2014-04-14T07:24:00,0.068,0.2082949991564328,false
2014-04-14T07:29:00,0.066,0.23011928025713121,false
2014-04-14T07:34:00,0.134,0.5119062771666146,true
2014-04-14T07:39:00,0.066,0.23011928025713121,false
2014-04-14T07:44:00,0.068,0.2082949991564328,false
2014-04-14T07:49:00,0.066,0.23011928025713121,false
2014-04-14T07:54:00,0.134,0.5119062771666146,true
2014-04-14T07:59:00,0.068,0.2082949991564328,false
2014-04-14T08:04:00,0.066,0.23011928025713121,false
2014-04-14T08:09:00,0.066,0.23011928025713121,false
2014-04-14T08:14:00,0.066,0.23011928025713121,false
