timestamp,value,anomaly_score,label
2014-04-21T10:19:00,93.916,0.6681317328792085,true
2014-04-21T10:24:00,94.55799999999999,0.7587372547771246,true
2014-04-21T10:29:00,90.86,0.21961945881848619,false
2014-04-21T10:34:00,94.568,0.7599085113784076,true
2014-04-21T10:39:00,96.34,1.0158226605026324,true
2014-04-21T10:44:00,93.584,0.6127343663652849,true
2014-04-21T10:49:00,91.876,0.36529199797888473,false
2014-04-21T10:54:00,93.584,0.6155889812923877,true
2014-04-21T10:59:00,92.57600000000001,0.46963078722104395,false
2014-04-21T11:04:00,92.022,0.3902498163297379,false
2014-04-21T11:09:00,92.458,0.4547991564115737,false
2014-04-21T11:14:00,91.428,0.30577674865188553,false
2014-04-21T11:19:00,91.208,0.27498909449614706,false
2014-04-21T11:24:00,91.334,0.294469350625145,false
2014-04-21T11:29:00,90.874,0.22822928744169257,false
2014-04-21T11:34:00,94.12799999999999,0.7014453383419829,true
2014-04-21T11:39:00,93.334,0.5834995087659914,true
2014-04-21T11:44:00,93.792,0.6486538298489164,true
2014-04-21T11:49:00,91.95200000000001,0.3801877525649132,false
2014-04-21T11:54:00,94.208,0.7084541299889915,true
2014-04-21T11:59:00,94.126,0.695306239342154,true
2014-04-21T12:04:00,92.916,0.5186869754791612,true
2014-04-21T12:09:00,94.166,0.7006485082509913,true
2014-04-21T12:14:00,93.292,0.5731186943892045,true
2014-04-21T12:19:00,93.624,0.6216225453257989,true
2014-04-21T12:24:00,93.75,0.6399232423012147,true
2014-04-21T12:29:00,92.666,0.48243104454906166,false
2014-04-21T12:34:00,91.75,0.3503639035052737,false
2014-04-21T12:39:00,93.04799999999999,0.5403616663439903,true
2014-04-21T12:44:00,93.374,0.5877317529359365,true
2014-04-21T12:49:00,94.0,0.6781658013613584,true
2014-04-21T12:54:00,94.542,0.7558309856381342,true
2014-04-21T12:59:00,92.0,0.3854422681740699,false
2014-04-21T13:04:00,94.0,0.6771766980265775,true
2014-04-21T13:09:00,94.916,0.8096130029422389,true
2014-04-21T13:14:00,92.9,0.5154932221430998,true
2014-04-21T13:19:00,94.124,0.6939986104580863,true
