timestamp,value,anomaly_score,label
2015-09-11T15:39:00,249,0.3200555698783666,false
2015-09-11T15:49:00,232,0.04086463287329401,false
2015-09-11T15:59:00,235,0.07938835769735356,false
2015-09-11T16:09:00,235,0.09775151763250513,false
2015-09-11T16:19:00,253,0.17164374690517992,false
2015-09-11T16:29:00,287,0.23425099918936293,false
2015-09-11T16:39:00,310,0.18216762928828753,false
2015-09-11T16:49:00,327,0.1388587682638008,false
2015-09-11T16:59:00,351,0.16000927672400428,false
2015-09-11T17:09:00,333,0.010484637532570474,false
2015-09-11T17:19:00,329,0.07391838595430862,false
2015-09-11T17:29:00,308,0.04208762134836793,false
2015-09-11T17:39:00,284,0.041278837176394856,false
2015-09-11T17:49:00,284,0.13234163957724332,false
2015-09-11T17:59:00,229,0.05973536896902089,false
2015-09-11T18:09:00,145,0.19610498741657134,false
2015-09-11T18:19:00,196,0.18791211067730504,false
2015-09-11T18:39:00,166,0.019593652117933874,false
2015-09-11T18:49:00,199,0.15467866581180525,false
2015-09-11T18:59:00,197,0.07802729763099221,false
2015-09-11T19:09:00,131,0.1675237825199337,false
2015-09-11T19:12:00,134,0.012801894071545042,false
2015-09-11T19:22:00,134,0.017133071819507906,false
2015-09-11T19:32:00,79,0.17919240266521544,false
2015-09-11T19:42:00,77,0.11688743622125296,false
2015-09-11T19:52:00,95,0.031759384322413375,false
2015-09-11T20:02:00,87,0.07837545126247039,false
2015-09-11T20:12:00,103,0.02196079436388049,false
2015-09-11T20:22:00,90,0.0854872365941112,false
2015-09-11T20:32:00,85,0.09051227619150928,false
2015-09-11T20:42:00,94,0.046331778047656605,false
2015-09-11T20:52:00,115,0.020343260821237486,false
2015-09-11T21:02:00,70,0.17098061222325883,false
2015-09-11T21:12:00,73,0.11182707083311753,false
2015-09-11T23:12:00,163,0.2186924588253205,false
2015-09-11T23:22:00,215,0.2699237501186381,false
2015-09-11T23:32:00,298,0.36994374984095096,false
2015-09-11T23:42:00,302,0.06527204047996026,false
2015-09-11T23:52:00,246,0.14965514734809826,false
2015-09-12T00:02:00,188,0.10669307290931604,false
2015-09-12T00:12:00,124,0.13598637771313718,false
2015-09-12T00:22:00,155,0.1056967084928584,false
2015-09-12T00:42:00,154,0.06607095391607344,false
2015-09-12T00:52:00,156,0.042418915125963456,false
2015-09-12T01:12:00,116,0.11125783175872983,false
2015-09-12T01:42:00,2769,9.318223323393022,true
2015-09-12T01:52:00,2697,7.578538676158107,true
2015-09-12T02:12:00,2833,7.654595470221049,true
2015-09-12T02:20:00,2730,7.207913726267827,true
2015-09-12T02:42:00,3799,10.95810679058702,true
2015-09-12T02:53:00,3853,11.13305158392679,true
2015-09-12T07:12:00,61,2.245466523242061,true
2015-09-12T07:22:00,102,0.6466721825426388,true
2015-09-12T07:52:00,106,0.08228358971258476,false
2015-09-12T08:42:00,135,0.17896515372924546,false
2015-09-12T10:02:00,110,0.06687214839288372,false
2015-09-12T10:12:00,112,0.12090046687926903,false
