timestamp,value,anomaly_score,label
2014-04-12T10:05:00,78.0979875075,0.15796581733735293,false
2014-04-12T10:10:00,77.3261683572,0.10825829190260512,false
2014-04-12T10:15:00,80.7484872117,0.15181410988606578,false
2014-04-12T10:20:00,70.8955187999,0.08359553562528531,false
2014-04-12T10:25:00,72.847607298,0.03911403997277216,false
2014-04-12T10:30:00,73.1700460078,0.02760116168970475,false
2014-04-12T10:35:00,81.2960997151,0.1445868142888049,false
2014-04-12T10:40:00,72.775432567,0.053604335177095695,false
2014-04-12T10:45:00,78.7405921756,0.0736092586038893,false
2014-04-12T10:50:00,73.1805840942,0.052596060083252766,false
2014-04-12T10:55:00,83.2124192253,0.16073364036123183,false
2014-04-12T11:00:00,86.5525174682,0.20634017291146567,false
2014-04-12T11:05:00,79.8141122735,0.032448820821810574,false
2014-04-12T11:10:00,77.1711204945,0.03361436276572562,false
2014-04-12T11:15:00,75.2904548539,0.0687666931135456,false
2014-04-12T11:20:00,72.3597170482,0.1169207801200761,false
2014-04-12T11:25:00,75.83822521180001,0.02302270070987957,false
2014-04-12T11:30:00,81.9729658443,0.11327517726477553,false
2014-04-12T11:35:00,80.0546436755,0.060068712441721246,false
2014-04-12T11:40:00,86.5820324898,0.18503499010066718,false
2014-04-12T11:45:00,77.8703935827,0.023230028122656513,false
2014-04-12T11:50:00,82.60320259640001,0.07419973967708275,false
2014-04-12T11:55:00,79.3501889758,0.002652799184098154,false
2014-04-12T12:00:00,80.1049779914,0.013689076740425164,false
2014-04-12T12:05:00,76.1928477668,0.06673359047601093,false
2014-04-12T12:10:00,79.1840773746,0.007881280894620073,false
2014-04-12T12:15:00,79.4371208803,0.016925958213191216,false
2014-04-12T12:20:00,83.2063128116,0.09573526525367261,false
2014-04-12T12:25:00,86.945779699,0.16150800613661964,false
2014-04-12T12:30:00,77.1764174712,0.06399405113277679,false
2014-04-12T12:35:00,72.5879972483,0.1511813690723086,false
2014-04-12T12:40:00,79.8447931416,0.025721251501553587,false
2014-04-12T12:45:00,80.6145276568,0.04545045113766148,false
2014-04-12T12:50:00,74.6054147595,0.08198331265680497,false
2014-04-12T12:55:00,84.06643278,0.128136456805483,false
2014-04-12T13:00:00,87.7378036073,0.18980269019800275,false
2014-04-12T13:05:00,87.11148369719999,0.14860789554950485,false
2014-04-12T13:10:00,75.135659734,0.12357018946986774,false
2014-04-12T13:15:00,85.98517044360001,0.11678547194741729,false
